pivovar_id,distinct_kategorie,pocet_kategorii,ale_styly,ale_pocet_stylov,lager_styly,lager_pocet_stylov,wheat_styly,wheat_pocet_stylov,non_alco_styly,non_alco_pocet_stylov,sour_styly,sour_pocet_stylov,special_styly,special_pocet_stylov,dark_styly,dark_pocet_stylov,celkova_diverzita
575,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa, saison",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,porter,1,7
576,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
577,"ALE, DARK, WHEAT",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,3
578,"ALE, LAGER, SPECIAL",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
579,ALE,1,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
580,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
581,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, belgian, english pale ale, ipa",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,8
582,"ALE, DARK, LAGER, WHEAT",4,"american pale ale, ipa",2,marzen,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
583,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,festbier,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,dunkel,1,5
584,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, american pale ale, belgian, english pale ale, ipa, saison",6,"marzen, pilsner",2,hefeweizen,1,NULL,0,gose,1,barleywine,1,"bock, dunkel, stout",3,14
585,ALE,1,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
586,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
587,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"belgian, english pale ale, saison",3,marzen,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"dunkel, porter, stout",3,9
588,"ALE, DARK, LAGER, WHEAT",4,"altbier, amber, american pale ale, english pale ale, ipa",5,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,8
589,"ALE, DARK",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,2
591,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
592,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,bock,1,6
593,"ALE, DARK",2,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,3
594,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
595,"ALE, LAGER, WHEAT",3,"american pale ale, ipa",2,NULL,0,oatmeal,1,NULL,0,NULL,0,NULL,0,NULL,0,4
596,"ALE, LAGER, SPECIAL, WHEAT",4,ipa,1,marzen,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
598,"ALE, DARK, LAGER",3,"american pale ale, belgian, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,5
600,"ALE, SOUR",2,"amber, ipa",2,NULL,0,NULL,0,NULL,0,gose,1,NULL,0,NULL,0,3
601,"ALE, DARK, LAGER, SPECIAL",4,"amber, american pale ale, english pale ale, ipa",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,7
602,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, amber, belgian, english pale ale, ipa",5,"marzen, pilsner",2,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,11
603,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
604,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
605,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
606,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,6
608,"ALE, DARK, LAGER, WHEAT",4,"american pale ale, ipa",2,NULL,0,grodziskie,1,NULL,0,NULL,0,NULL,0,porter,1,5
609,"ALE, LAGER, WHEAT",3,"belgian, kolsch",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
610,"ALE, DARK, LAGER, SPECIAL",4,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,4
612,"ALE, LAGER",2,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
613,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
614,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
615,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
616,"ALE, DARK, LAGER",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,3
617,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,6
618,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,5
619,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
621,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,5
623,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
624,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, american pale ale, belgian, ipa",4,schwarzbier,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,9
626,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
627,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,dunkel,1,5
628,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
629,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
630,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,american pale ale,1,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
631,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,american pale ale,1,"helles, marzen",2,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,6
634,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, ipa",4,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,8
635,"ALE, DARK, LAGER, SOUR, WHEAT",5,"belgian, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,6
636,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, belgian, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,6
637,"DARK, LAGER",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
638,"ALE, LAGER",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
639,"ALE, DARK, LAGER, NON-ALCO, SOUR, SPECIAL, WHEAT",7,"american pale ale, belgian, ipa, kolsch, saison",5,pilsner,1,"grodziskie, hefeweizen, oatmeal",3,NULL,0,"berliner weisse, gose",2,"barleywine, pumpkin",2,"bock, porter, stout",3,17
640,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
641,"ALE, DARK, LAGER, WHEAT",4,"american pale ale, belgian",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
642,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
644,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"altbier, amber, american pale ale, belgian, english pale ale, ipa, kolsch, saison",8,NULL,0,oatmeal,1,NULL,0,gose,1,NULL,0,"bock, porter, stout",3,15
645,"ALE, DARK, LAGER",3,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,3
646,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
647,"ALE, DARK, LAGER",3,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
648,"ALE, DARK, LAGER, SPECIAL",4,"amber, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
649,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
650,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
651,"ALE, DARK, LAGER, SPECIAL",4,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
652,"ALE, LAGER, SPECIAL",3,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
653,"ALE, LAGER",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
654,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, english pale ale, ipa, saison",6,pilsner,1,"grodziskie, hefeweizen",2,NULL,0,NULL,0,barleywine,1,"bock, porter, stout",3,13
655,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,7
656,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, amber, american pale ale, belgian, ipa",5,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,9
657,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
658,"ALE, DARK, LAGER, SPECIAL",4,"belgian, ipa, saison",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,6
659,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
661,"ALE, LAGER, WHEAT",3,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
662,"ALE, DARK, LAGER, WHEAT",4,"amber, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,dunkel,1,6
663,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
664,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,"amber, american pale ale, belgian, english pale ale, ipa, saison",6,steam beer,1,"grodziskie, oatmeal",2,NULL,0,NULL,0,NULL,0,"porter, stout",2,13
665,"ALE, LAGER",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
666,"ALE, LAGER",2,"american pale ale, ipa, kolsch",3,helles,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
667,"ALE, DARK, LAGER, SOUR, SPECIAL",5,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
668,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,american pale ale,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
669,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
670,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
671,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,8
672,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
673,"ALE, DARK, LAGER",3,"english pale ale, ipa",2,festbier,1,NULL,0,NULL,0,NULL,0,NULL,0,dunkel,1,4
674,ALE,1,"belgian, saison",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
676,"ALE, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
677,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,4
678,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,4
680,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,"belgian, ipa",2,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,7
683,"DARK, LAGER",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,2
684,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,3
686,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
687,"ALE, DARK, LAGER, SPECIAL",4,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
688,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
689,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
690,"ALE, DARK, LAGER, SPECIAL",4,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
691,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
694,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
695,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, english pale ale, ipa",5,pilsner,1,"hefeweizen, oatmeal",2,NULL,0,NULL,0,"barleywine, pumpkin",2,"bock, dunkel, porter, stout",4,14
697,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, ipa",2,marzen,1,oatmeal,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,8
698,"ALE, DARK, LAGER, NON-ALCO, SOUR, SPECIAL, WHEAT",7,"amber, american pale ale, belgian, ipa, kolsch, saison",6,NULL,0,oatmeal,1,NULL,0,berliner weisse,1,pumpkin,1,"bock, stout",2,13
699,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, belgian, ipa",3,pilsner,1,"grodziskie, hefeweizen",2,NULL,0,NULL,0,NULL,0,NULL,0,8
700,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,7
701,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, belgian, english pale ale, ipa",4,NULL,0,NULL,0,NULL,0,berliner weisse,1,NULL,0,"bock, porter, stout",3,11
703,"ALE, DARK, LAGER, SPECIAL",4,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
704,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
706,"ALE, DARK",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
707,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"belgian, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
709,"ALE, LAGER, SPECIAL, WHEAT",4,"amber, american pale ale, belgian, ipa",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,7
710,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,8
711,"LAGER, SPECIAL",2,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
712,"LAGER, SPECIAL, WHEAT",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
713,"ALE, LAGER, WHEAT",3,american pale ale,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
714,"ALE, LAGER",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
716,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
718,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, belgian",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, dunkel",2,7
719,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, ipa",2,marzen,1,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,6
721,"ALE, DARK, LAGER",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
722,"ALE, DARK, LAGER, WHEAT",4,belgian,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
723,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
724,"ALE, LAGER, SPECIAL",3,ipa,1,marzen,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
725,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
726,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
727,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
728,"ALE, LAGER, SPECIAL",3,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
729,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
731,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
732,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
733,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,"belgian, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,7
734,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
737,"ALE, LAGER, SOUR",3,"amber, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
738,"LAGER, SPECIAL",2,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
739,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, ipa, saison",5,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,9
740,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
741,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
742,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
743,"ALE, DARK, LAGER, SPECIAL",4,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
815,ALE,1,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
816,"ALE, DARK, LAGER, SPECIAL",4,ipa,1,marzen,1,NULL,0,NULL,0,NULL,0,barleywine,1,"porter, stout",2,5
817,"ALE, SOUR, WHEAT",3,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
818,"ALE, DARK, WHEAT",3,dampfbier,1,NULL,0,oatmeal,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,4
819,"ALE, DARK, SOUR",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
820,"ALE, DARK, WHEAT",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,dunkel,1,3
821,"ALE, SOUR, SPECIAL",3,"amber, ipa, saison",3,NULL,0,NULL,0,NULL,0,gose,1,kvas,1,NULL,0,5
822,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
823,"ALE, LAGER, SPECIAL",3,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
824,"ALE, DARK",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,2
825,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
826,"ALE, SOUR",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
827,"ALE, LAGER",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
828,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
829,ALE,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
830,ALE,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
