id,nazov_piva,pivovar,pivovar_id_1,pivovar_id_2,sezonnost,skupina_piv,styl,kategoria1,kategoria2,kategoria3,podkategoria
6012,Světlý ležák narozeninový,Transformátor,45,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6013,10 Letní Ale,Pivovar Trautenberk,188,NULL,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6014,13 polotmavá třináctka,Pivovar Trautenberk,188,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
6015,14 APA,Pivovar Trautenberk,188,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6016,17 Black IPA,Pivovar Trautenberk,188,NULL,zimní,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
6017,Imperial Stout 19 Aged in Jameson Casks,Pivovar Trautenberk,188,NULL,Neuvedené,whisky aged ( oak barrel-aged ),Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
6018,Letní pšenice,Pivovar Trautenberk,188,NULL,letní,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
6019,Angel Plum Whisky Barrel Aged,Česká whisky Trebitsch,683,NULL,Neuvedené,"whisky aged ( oak barrel-aged ) švestkové pivo ( ovocné pivo , ochucené pivo )",Doppelbock ( Bock ),Lager,Dark,NULL,Bock
6020,Angel Sherry & Chocolate Whisky Barrel Aged,Česká whisky Trebitsch,683,NULL,Neuvedené,whisky aged ( oak barrel-aged ),Doppelbock ( Bock ),Lager,Dark,NULL,Bock
6021,Angel Whisky Barrel Aged,Česká whisky Trebitsch,683,NULL,Neuvedené,Neuvedené,Doppelbock ( Bock ),Lager,Dark,NULL,Bock
6022,Amalthea Doppelbock,Trilobit / Pivovarská Bašta Vrchlabí / Krkonošský medvěd,524,189,Neuvedené,Neuvedené,Doppelbock ( Bock ),Lager,Dark,NULL,Bock
6023,Altbier,Trilobit,524,NULL,Neuvedené,Neuvedené,Altbier,Ale,NULL,NULL,Altbier
6024,Áňa,Trilobit,524,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6025,Barbe Rouge,Trilobit,524,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6026,Berliner Weisse Maracuja,Trilobit,524,NULL,Neuvedené,"marakujové pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
6027,Bílá bez,Trilobit,524,NULL,Neuvedené,bezové pivo ( ochucené pivo ),Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
6028,Callista,Trilobit,524,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6029,Calypso,Trilobit,524,NULL,Neuvedené,Neuvedené,American Wheat ( Wheat Ale ),Ale,Wheat,NULL,Wheat Ale
6030,Cold IPA,Trilobit,524,NULL,Neuvedené,Neuvedené,Cold IPA,Ale,NULL,NULL,IPA
6031,Czech Ale,Trilobit,524,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6032,Černá 14%,Trilobit,524,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
6033,desítka,Trilobit,524,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
6034,Double Hop Columbus,Trilobit,524,NULL,Neuvedené,wet hop,"American Blond Ale ( Golden Ale , Ale )",Ale,NULL,NULL,Blond/Golden
6035,Double Hop Denali,Trilobit,524,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6036,Friday 13° Stout / Malešický Originál №5,Trilobit / Malešický mikropivovar,524,474,Neuvedené,Neuvedené,Oatmeal Stout ( Stout ) ovesné pivo,Ale,Dark,Wheat,"Oatmeal, Stout"
6037,Gose Černý rybíz,Trilobit,524,NULL,Neuvedené,"černorybízové pivo ( ovocné pivo , ochucené pivo )",Gose,Ale,Sour,NULL,Gose
6038,Grepale,Trilobit,524,NULL,Neuvedené,"grapefruitové pivo ( ovocné pivo , ochucené pivo )",Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6039,Kivi Summer Ale,Trilobit,524,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6040,Kveik Ale 10%,Trilobit,524,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6041,Lemonsaurus,Trilobit,524,NULL,Neuvedené,ovocné pivo ( ochucené pivo ),Sour Ale,Ale,Sour,NULL,NULL
6042,Libeňská Zaječice,Trilobit,524,NULL,Neuvedené,ochucené pivo,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6043,Michael Bock,Trilobit,524,NULL,Neuvedené,Neuvedené,Dunkler Bock ( Bock ),Lager,Dark,NULL,Bock
6044,Mina IPA,Trilobit,524,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6045,Nautilus IPA,Trilobit,524,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6046,Nažhavená čertice,Trilobit,524,NULL,Neuvedené,chilli pivo ( ochucené pivo ),polotmavý speciál,Lager,Special,NULL,Polotmavý
6047,№ 1 English Pale Ale,Trilobit,524,NULL,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
6048,Oak Aged Bock Laphroaig,Trilobit,524,NULL,Neuvedené,oak chips aged,Dunkler Bock ( Bock ),Lager,Dark,NULL,Bock
6049,Oak Aged Doppelbock Bourbon,Trilobit,524,NULL,Neuvedené,oak chips aged,Doppelbock ( Bock ),Lager,Dark,NULL,Bock
6050,Oak Aged Doppelbock Portské,Trilobit,524,NULL,Neuvedené,oak chips aged,Doppelbock ( Bock ),Lager,Dark,NULL,Bock
6051,PEPA,Trilobit,524,NULL,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
6052,Pigdog,Trilobit,524,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6053,Pumpkin Sour Ale,Trilobit,524,NULL,Neuvedené,Neuvedené,Pumpkin Ale ( Ale ) Sour Ale,Ale,Sour,Special,Pumpkin
6054,Queen IPA,Trilobit,524,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6055,Roggenbier,Trilobit,524,NULL,Neuvedené,Neuvedené,Roggenbier,Ale,Wheat,NULL,Roggenbier
6056,Sněhová vločka,Trilobit,524,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ) ovesné pivo,Ale,Wheat,NULL,Oatmeal
6057,Starkes Berliner Weisse,Trilobit,524,NULL,Neuvedené,Neuvedené,Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
6058,Svatováclavský ležák,Trilobit,524,NULL,Neuvedené,wet hop single hop,světlý ležák,Lager,NULL,NULL,NULL
6059,Světlý ležák,Trilobit,524,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6060,Valentýnská Víla Kamé,Trilobit,524,NULL,valentýnské,ochucené pivo,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6061,Vídeňský ležák,Trilobit,524,NULL,Neuvedené,Neuvedené,Vienna Lager polotmavý ležák,Lager,NULL,NULL,Polotmavý
6062,Weissbier 11%,Trilobit,524,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
6063,Weißbier 8%,Trilobit,524,NULL,Neuvedené,Neuvedené,Leichtes Weizen ( German Hefeweizen ),Ale,Wheat,NULL,Hefeweizen
6064,Weisser Rabe,Trilobit,524,NULL,Neuvedené,Neuvedené,Kölsch,Ale,NULL,NULL,Kölsch
6065,Weizenbock 15%,Trilobit,524,NULL,Neuvedené,Neuvedené,Heller Weizenbock ( Weizenbock ),Ale,Wheat,NULL,Wheat Ale
6066,Weizenbock 17%,Trilobit,524,NULL,Neuvedené,Neuvedené,Heller Weizenbock ( Weizenbock ),Ale,Wheat,NULL,Wheat Ale
6067,Xmas Pumpkin Ale,Trilobit,524,NULL,Neuvedené,dýňové pivo ( ochucené pivo ) kořeněné pivo ( ochucené pivo ),Pumpkin Ale ( Ale ),Ale,Special,NULL,Pumpkin
6068,Zkouřená Libeňačka,Trilobit,524,NULL,Neuvedené,nakuřované pivo,Brown Ale ( Ale ),Ale,NULL,NULL,Brown Ale
6069,Telč Schmetterling 11,Měšťanský Pivovar Trojan,704,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
6070,Telčská desítka,Měšťanský Pivovar Trojan,704,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
6071,Trubač Štramberský Ušák,Městský pivovar Štramberk,251,NULL,Neuvedené,kořeněné pivo ( ochucené pivo ),polotmavý speciál,Lager,Special,NULL,Polotmavý
6072,Třebonice 10th Anniversary,Třebonický rukodělný pivovárek,525,NULL,jednorázová várka,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6073,Třebonice Altmann,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Altbier,Ale,NULL,NULL,Altbier
6074,Třebonice Aranka,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
6075,Třebonice Barča,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,tmavé výčepní,Lager,Dark,NULL,NULL
6076,Třebonice Bastard,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
6077,Třebonice Bear's Belly,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,nakuřované pivo,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
6078,Třebonice Black Foot,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,American Stout ( Stout ),Ale,Dark,NULL,Stout
6079,Třebonice Bohatýr nebes,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6080,Třebonice Buresch,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6081,Třebonice Cold Flame,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,chilli pivo ( ochucené pivo ),světlý speciál,Lager,Special,NULL,NULL
6082,Třebonice Crazy Horse,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6083,Třebonice Čertík,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Brown Ale ( Ale ),Ale,NULL,NULL,Brown Ale
6084,Třebonice Divá Bára,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
6085,Třebonice Dobromila (Strudel Weizen),Třebonický rukodělný pivovárek,525,NULL,vánoční,"kořeněné pivo ( ochucené pivo ) jablečné pivo ( ovocné pivo , ochucené pivo )",German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
6086,Třebonice Druid,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Ale,Ale,NULL,NULL,NULL
6087,Třebonice Dýměj,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,nakuřované pivo,Dunkelweizen,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
6088,Třebonice Eržika,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
6089,Třebonice Fakír,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6090,Třebonice Frantík (František) 12°,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,German Hefeweizen světlé pšeničné,Ale,Wheat,NULL,Hefeweizen
6091,Třebonice Gentleman,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,světlý speciál Premium Lager,Lager,Special,NULL,NULL
6092,Třebonice Geronimo,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
6093,Třebonice Heterák,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
6094,Třebonice Hluchavka,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6095,Třebonice Kavárenský povaleč,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6096,Třebonice Kellermeister,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Kellerbier ( Naturtrübes Lagerbier ),Lager,NULL,NULL,Kellerbier
6097,Třebonice Kilt,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6098,Třebonice Kwittek,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,kořeněné pivo ( ochucené pivo ),Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
6099,Třebonice Láteřník,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,žitné pivo,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6100,Třebonice Legionář,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
6101,Třebonice Ludmila,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Dunkelweizen tmavé pšeničné,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
6102,Třebonice Lví srdce,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,jalovcové pivo ( ochucené pivo ),Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6103,Třebonice Macho,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,nakuřované pivo,Dunkler Weizenbock ( Weizenbock ),Ale,Dark,Wheat,"Bock, Wheat Ale"
6104,Třebonice Mamba 12°,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
6105,Třebonice Mamba 14°,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
6106,Třebonice Montezuma,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale ) Classic American Cream Ale ( Ale )",Ale,NULL,NULL,American Pale Ale
6107,Třebonice Night Reaper,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Ale,Ale,NULL,NULL,NULL
6108,Třebonice Orlík,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,German Hefeweizen ovesné pivo,Ale,Wheat,NULL,"Hefeweizen, Oatmeal"
6109,Třebonice Othmar,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,bezové pivo ( ochucené pivo ),"Belgian Pale Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
6110,Třebonice Pauliner,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,čokoládové pivo ( ochucené pivo ),tmavé pšeničné Dunkelweizen,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
6111,Třebonice Pepé,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6112,Třebonice Písečná blecha,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6113,Třebonice Písečná bouře,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,nakuřované pivo,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6114,Třebonice Písečná zmije,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6115,Třebonice Plnící pero,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
6116,Třebonice Rejtar Ovesný Speciál 13°,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,ovesné pivo světlý speciál,Lager,Special,Wheat,Oatmeal
6117,Třebonice René,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Roggenbier,Ale,Wheat,NULL,Roggenbier
6118,Třebonice Romanno,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
6119,Třebonice Rudovous,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,bylinné pivo ( ochucené pivo ),polotmavý speciál,Lager,Special,NULL,Polotmavý
6120,Třebonice Rudý Oblak / Red Cloud,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
6121,Třebonice Samaritán,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6122,Třebonice Seladon,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Heller Bock / Maibock ( Bock ),Lager,NULL,NULL,NULL
6123,Třebonice Semír,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
6124,Třebonice Sherlock 13° Amber Ale,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6125,Třebonice Scharfschütze,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
6126,Třebonice Silnej Procházka,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,polotmavý speciál Vienna Lager,Lager,Special,NULL,Polotmavý
6127,Třebonice Skrblík,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,"vřesové pivo ( bylinné pivo , ochucené pivo )",Scottish Ale ( Ale ),Ale,NULL,NULL,NULL
6128,Třebonice Skvrnitý ohon,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Brown Ale ( Brown Ale , Ale )",Ale,NULL,NULL,Brown Ale
6129,Třebonice Sniper,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6130,Třebonice Sokolík,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,ovesné pivo German Hefeweizen,Ale,Wheat,NULL,"Hefeweizen, Oatmeal"
6131,Třebonice Starej Procházka,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Vienna Lager polotmavý ležák,Lager,NULL,NULL,Polotmavý
6132,Třebonice Stehlíček,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Classic American Cream Ale ( Ale ),Ale,NULL,NULL,NULL
6133,Třebonice Striga (Mandragorový Ale),Třebonický rukodělný pivovárek,525,NULL,Neuvedené,ochucené pivo,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
6134,Třebonice Švajčiar,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,ovesné pivo Pale Ale ( Ale ),Ale,Wheat,NULL,Oatmeal
6135,Třebonice U.S. Ale,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6136,Třebonice U.S.A.A.F.Ale,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Ale,Ale,NULL,NULL,NULL
6137,Třebonice Uzenáč,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,nakuřované pivo,polotmavý speciál,Lager,Special,NULL,Polotmavý
6138,Třebonice Uzenka,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,nakuřované pivo,tmavý speciál,Lager,Dark,Special,NULL
6139,Třebonice Velikonoční speciál,Třebonický rukodělný pivovárek,525,NULL,velikonoční,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
6140,Třebonice Wittek,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
6141,Třebonice XI polotmavý ležák,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
6142,Třebonice XI světlý ležák,Třebonický rukodělný pivovárek,525,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6143,Tři Sestry,Jihlava,695,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6144,Třinecké Kvasnicové pivo 12°,Minipivovar Třinec,255,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6145,Juicy Summer Session NEIPA,Tvarg / Blázen na čepu,329,290,Neuvedené,"mandarinkové pivo ( ovocné pivo , ochucené pivo )","Session IPA ( India Pale Ale , Ale ) New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6146,Černý 14 %,Tvarg,329,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
6147,Desítka,Tvarg,329,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
6148,Ležák 11 %,Tvarg,329,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6149,NEIPA 15 %,Tvarg,329,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6150,Vánoční 13%,Tvarg,329,NULL,vánoční,kořeněné pivo ( ochucené pivo ) zázvorové pivo ( ochucené pivo ),Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6151,Bohemian Black Ale,Two Tales Brewing,526,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
6152,Bohemian Pale Ale,Two Tales Brewing,526,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
6153,Expedition Ale,Two Tales Brewing,526,NULL,Neuvedené,Neuvedené,American Strong Ale ( Ale ),Ale,NULL,NULL,NULL
6154,Grapefruit Lager,Two Tales Brewing,526,NULL,Neuvedené,"grapefruitové pivo ( ovocné pivo , ochucené pivo )",světlé výčepní,Lager,NULL,NULL,NULL
6155,Bard Stout,Recesní pivovárek U Antéňáka,193,NULL,domovarnictví,Neuvedené,Dry Stout ( Stout ),Ale,Dark,NULL,Stout
6156,Bezouškovská 10°,U Bezoušků,626,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
6157,Pšeničné světlé 13°,U Bezoušků,626,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
6158,Sládkova polotmavá 13°,U Bezoušků,626,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
6159,American IPA,U Bizona,417,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6160,American Pale Ale,U Bizona,417,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6161,American Stout,U Bizona,417,NULL,Neuvedené,Neuvedené,American Stout ( Stout ),Ale,Dark,NULL,Stout
6162,Aparát,U Bizona,417,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6163,Bizon 10°,U Bizona,417,NULL,Neuvedené,Neuvedené,světlé výčepní polotmavé výčepní,Lager,NULL,NULL,Polotmavý
6164,Freedom IPA,U Bizona,417,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6165,Hrobník 15°,U Bizona,417,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
6166,Kameník,U Bizona,417,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
6167,Karolína Světlá,U Bizona,417,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
6168,Klíšťák,U Bizona,417,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
6169,Oktoberfest,U Bizona,417,NULL,Neuvedené,Neuvedené,Märzen,Lager,NULL,NULL,Märzen
6170,Stone Black IPA,U Bizona,417,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
6171,Yerba Mate's,U Bizona,417,NULL,Neuvedené,"maté pivo ( bylinné pivo , ochucené pivo )",polotmavý ležák,Lager,NULL,NULL,Polotmavý
6172,Zlaťák,U Bizona,417,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
6173,Ala Kölsch,U Bulovky,527,NULL,Neuvedené,Neuvedené,Kölsch,Ale,NULL,NULL,Kölsch
6174,APA 13,U Bulovky,527,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
